"Code.U2A","Libellé.U2A","Action.menée","Adresse","latitude","longitude","result_address","result_score","result_type","result_id","Code.INSEE","Code.Postal","Commune","Departement","Region","Statut","Altitude.Moyenne","Superficie","Population","geo_point_2d","geo_shape","ID.Geogla","Code.Commune","Code.Canton","Code.Arrondissement","Code.Departement","Code.Region","lat","long"
"U0101","Centre distribution de Belley","Centre de Distribution Alimentaire","    ",45.76096,5.686346,"",NA,"","","1034","1300","BELLEY","AIN","RHONE-ALPES","Sous-préfecture",278,2258,8.7,"45.7494697806, 5.68412365526","{""type"": ""Polygon"", ""coordinates"": [[[5.676794428325822, 45.70863255332204], [5.668474605722613, 45.71184826894392], [5.659659317011267, 45.7285809976112], [5.65639346945457, 45.76021095279123], [5.658939446154962, 45.7740623849291], [5.662520504745205, 45.77650071622132], [5.690830649724469, 45.77085534976277], [5.708023254692048, 45.77672397275207], [5.708750977873724, 45.76373182489478], [5.730323669305093, 45.75637280246948], [5.724488209862971, 45.74844978165465], [5.721819318300902, 45.74573909404314], [5.708235389550524, 45.74533640697199], [5.697854065123688, 45.734610972056295], [5.69357224112279, 45.736515399312715], [5.686029907237578, 45.732496680622624], [5.676794428325822, 45.70863255332204]]]}",24606,34,4,1,"1",82,45.7494697806,5.68412365526
"U0102","Centre distribution Villars les Dombes","Centre de Distribution Alimentaire","35, Rue PAUL DUPERRIER   1330 Villars les Dombes",46.000227,5.028039,"35 Rue Marcel Paul Duperrier 01330 Villars-les-Dombes",0.75,"housenumber","01443_XXXX_cc04a3","1443","1330","VILLARS-LES-DOMBES","AIN","RHONE-ALPES","Chef-lieu canton",279,2467,4.3,"45.9927150222, 5.04507856642","{""type"": ""Polygon"", ""coordinates"": [[[5.075173130858466, 45.96925460549518], [5.056326591474655, 45.972399970284684], [5.047403417775251, 45.9697241773536], [5.033154949756283, 45.971133965340606], [5.022161738349769, 45.965872070494044], [5.012646691199071, 45.96706852740234], [5.009902386772166, 45.97327864771996], [5.020019765217855, 45.98881733190515], [5.011168442883885, 46.00050489998094], [5.04474806515926, 46.02413509999172], [5.042834794888353, 46.03076341039258], [5.043522335531785, 46.03430014134085], [5.051922832545938, 46.03031999749314], [5.052631541053112, 46.02366829796575], [5.076395615436679, 45.99515732780873], [5.080075130514609, 45.97283092353265], [5.079785194702539, 45.96960235966769], [5.075173130858466, 45.96925460549518]]]}",2689,443,35,2,"1",82,45.9927150222,5.04507856642
"U0103","Centre distribution Montrevel en Bresse","Centre de Distribution Alimentaire","15 rue de la Gare   1340 Montrevel en Bresse",46.335977,5.127872,"15 Rue de la Gare 01340 Montrevel-en-Bresse",0.86,"housenumber","01266_0050_de4a0f","1229","1340","MALAFRETAZ","AIN","RHONE-ALPES","Commune simple",203,931,0.9,"46.3295545661, 5.14386299599","{""type"": ""Polygon"", ""coordinates"": [[[5.137405270753687, 46.30672254484108], [5.125114417586435, 46.308871207173006], [5.132767736213057, 46.34280547508462], [5.139532030461234, 46.35312799765744], [5.149167068149218, 46.34605562991282], [5.158234742248499, 46.3451006112892], [5.168886612142847, 46.328674833413004], [5.151735882722436, 46.32308166172603], [5.149296673633371, 46.31659684911412], [5.137405270753687, 46.30672254484108]]]}",26801,229,21,2,"1",82,46.3295545661,5.14386299599
"U0104","Centre distrib Châtillon sur Chalaronne","Centre de Distribution Alimentaire","Impasse des Hortensias   1400 Châtillon sur Chalaronne",46.121829,4.956587,"Impasse des Hortensias 01400 Châtillon-sur-Chalaronne",0.87,"street","01093_0213_5b60df","1093","1400","CHATILLON-SUR-CHALARONNE","AIN","RHONE-ALPES","Chef-lieu canton",246,1797,4.9,"46.1232390685, 4.95810003714","{""type"": ""Polygon"", ""coordinates"": [[[4.983280455259335, 46.10103666463171], [4.971716052377755, 46.09704058334978], [4.962924682524552, 46.098859413461696], [4.942325969633612, 46.1040419208463], [4.928490537453825, 46.11347458708509], [4.92627342692396, 46.1200517234555], [4.931056072485923, 46.12087123131487], [4.939154593056283, 46.12938048470421], [4.943330383388636, 46.145964148557894], [4.958286230120842, 46.153246666893935], [4.969016931369655, 46.15682637660048], [4.967109467088519, 46.15134673403545], [4.977746674963462, 46.140460886961876], [4.971818620800129, 46.135240426004835], [4.983177290858538, 46.11431586048624], [4.983280455259335, 46.10103666463171]]]}",6213,93,10,2,"1",82,46.1232390685,4.95810003714
"U0105","Centre distribution Hauteville Lompnes","Centre de Distribution Alimentaire","116 rue masonod   1110 HAUTEVILLE LOMPNES",45.978318,5.600061,"116 Rue Masonod 01110 Hauteville-Lompnes",0.85,"housenumber","01185_0410_be1fae","1185","1110","HAUTEVILLE-LOMPNES","AIN","RHONE-ALPES","Chef-lieu canton",872,5067,4.1,"45.9696520061, 5.57627261783","{""type"": ""Polygon"", ""coordinates"": [[[5.5544779150335, 45.917062620849315], [5.550549108781091, 45.922259752969836], [5.534562490569423, 45.92608781340021], [5.53836965571523, 45.93446243761959], [5.540595273262623, 45.951359517552234], [5.557594963071962, 45.956679693804624], [5.561238180043855, 45.96307525253795], [5.551658138222758, 45.96459802417083], [5.539857611158928, 45.959448666663945], [5.52208042646892, 45.96448610781119], [5.522572938683132, 45.98284555011419], [5.550593550726121, 45.99599353232103], [5.554532380895512, 46.005932483479114], [5.607410257583328, 46.00177241511064], [5.630176807519433, 46.007706138738975], [5.63948805250478, 45.98429792904443], [5.634980840946266, 45.96844630123829], [5.624916687545305, 45.969283791490206], [5.595981620729692, 45.96451815031574], [5.578402502279483, 45.95192792934561], [5.586268828097081, 45.924430830759064], [5.578126534654771, 45.917345865511514], [5.5544779150335, 45.917062620849315]]]}",13639,185,15,1,"1",82,45.9696520061,5.57627261783
"U0106","Centre de distribution de Bellegarde","Centre de Distribution Alimentaire","13 rue Viala   1200 Bellegarde",46.105829,5.826916,"13 Rue Viala 01200 Bellegarde-sur-Valserine",0.56,"housenumber","01033_0549_2c59f3","1033","1200","BELLEGARDE-SUR-VALSERINE","AIN","RHONE-ALPES","Chef-lieu canton",554,1544,11.7,"46.1067901755, 5.83202736464","{""type"": ""Polygon"", ""coordinates"": [[[5.811406026063173, 46.07842941233895], [5.799153792045264, 46.08445416758243], [5.802819789259384, 46.08904913871035], [5.790304551305902, 46.09786360140802], [5.798791728803002, 46.10072715288128], [5.801419909178896, 46.10730307604621], [5.808673577564402, 46.112097615055724], [5.807865634924565, 46.12213737321666], [5.819936530138953, 46.1280734809161], [5.8253692467505, 46.115539742647734], [5.834044476762005, 46.113422187993145], [5.854790100984619, 46.12244463240173], [5.853062697271762, 46.13258912708188], [5.866646988537699, 46.13683342823912], [5.866263737756223, 46.134707542211245], [5.8676169036185, 46.12116615227379], [5.860454492528571, 46.10855155024209], [5.863700499174742, 46.09875602147482], [5.855986603988579, 46.0866687564114], [5.838211333352516, 46.10255025929643], [5.829654151576483, 46.10566542154712], [5.820730754980154, 46.10293210294281], [5.821692975148863, 46.089896805654156], [5.811406026063173, 46.07842941233895]]]}",7911,33,3,4,"1",82,46.1067901755,5.83202736464
"U0107","Centre distribution Montmerle sur Saône","Centre de Distribution Alimentaire","29 rue des Minimes   1090 Montmerle sur Saône",46.082104,4.757226,"29 Rue des Minimes 01090 Montmerle-sur-Saône",0.85,"housenumber","01263_0280_3ad03d","1263","1090","MONTMERLE-SUR-SAONE","AIN","RHONE-ALPES","Commune simple",185,406,3.8,"46.0849573236, 4.7608579486","{""type"": ""Polygon"", ""coordinates"": [[[4.761754657373307, 46.06743806101555], [4.75626136549803, 46.078971316052524], [4.749601953669282, 46.08241585237655], [4.748022564849113, 46.09135723088709], [4.760178488662281, 46.10064482212071], [4.770749182129707, 46.093977217139276], [4.76851648622566, 46.08454551455658], [4.770577298639791, 46.06976864308103], [4.761754657373307, 46.06743806101555]]]}",23919,263,32,2,"1",82,46.0849573236,4.7608579486
"U0108","FERME CD d'Artemare","Centre de Distribution Alimentaire","Gymnase d'Artemare Rue Plâtre  1510 Artemare",45.875285,5.693363,"",NA,"","","1022","1510","ARTEMARE","AIN","RHONE-ALPES","Commune simple",267,334,1.1,"45.8695891748, 5.69065283943","{""type"": ""Polygon"", ""coordinates"": [[[5.704706905938662, 45.86124707033062], [5.698163219213629, 45.86166483878199], [5.677157395951472, 45.86329983581697], [5.679016177470633, 45.87952802775626], [5.703597396740951, 45.87465377778806], [5.704706905938662, 45.86124707033062]]]}",3662,22,9,1,"1",82,45.8695891748,5.69065283943
"U0109","Centre de distribution Culoz","Centre de Distribution Alimentaire","Clos Poncet   1350 Culoz",45.848342,5.777966,"Avenue Antonin Poncet 01350 Culoz",0.4,"street","01138_0140_dccb9c","1138","1350","CULOZ","AIN","RHONE-ALPES","Commune simple",516,1911,2.9,"45.8559966843, 5.78398308932","{""type"": ""Polygon"", ""coordinates"": [[[5.78693421680746, 45.82322438679892], [5.786060322333751, 45.82633656473106], [5.775142433894211, 45.82220834912825], [5.766649143742904, 45.824254944623476], [5.763159151452135, 45.825079272154916], [5.764069670763097, 45.83450892664812], [5.769396694884089, 45.86590599562812], [5.757198975354271, 45.881449949403724], [5.758143586963268, 45.88408497343963], [5.759855001910638, 45.88889080426235], [5.776874099942821, 45.88197739070226], [5.815154073062683, 45.877200783231174], [5.807525042396834, 45.8606398467483], [5.801109494979826, 45.84579647760714], [5.795850499760919, 45.82979788310423], [5.78693421680746, 45.82322438679892]]]}",11203,138,31,1,"1",82,45.8559966843,5.78398308932
"U0110","Centre de distribution de Thoissey","Centre de Distribution Alimentaire","20, Faubourg des Dombes   1140  Thoissey",46.172985,4.803946,"20 Rue Faubourg des Dombes 01140 Thoissey",0.77,"housenumber","01420_XXXX_05e9d9","1420","1140","THOISSEY","AIN","RHONE-ALPES","Chef-lieu canton",171,136,1.5,"46.1700943481, 4.79387095814","{""type"": ""Polygon"", ""coordinates"": [[[4.791741126283018, 46.16360660211436], [4.78231870246214, 46.171636053322516], [4.802386924826669, 46.17475127045583], [4.805542631193093, 46.172935765027084], [4.791741126283018, 46.16360660211436]]]}",29110,420,32,2,"1",82,46.1700943481,4.79387095814
"U0111","Centre distribution de Virieu le Grand","Centre de Distribution Alimentaire","126  route de Lyon BP01  1510 Virieu le Grand",45.848243,5.649865,"126 Route de Lyon 01510 Virieu-le-Grand",0.8,"housenumber","01452_0033_2d7fc9","1452","1510","VIRIEU-LE-GRAND","AIN","RHONE-ALPES","Chef-lieu canton",518,1264,1.1,"45.8464417872, 5.63971940347","{""type"": ""Polygon"", ""coordinates"": [[[5.638031251836081, 45.82612614607419], [5.629963945304135, 45.83018861320592], [5.621134729460366, 45.842656361534544], [5.609592948241895, 45.848293501796675], [5.612921670637972, 45.85324404218455], [5.623327296568928, 45.86680601885512], [5.641957686347995, 45.86156961132331], [5.662036202158229, 45.86102620493378], [5.658210745039868, 45.84854729738665], [5.66825887415308, 45.83504756372516], [5.66123956020079, 45.8308883933782], [5.638031251836081, 45.82612614607419]]]}",9344,452,36,1,"1",82,45.8464417872,5.63971940347
"U0112","Centre distribution de Vonnas","Centre de Distribution Alimentaire","RESIDENCE LE TRIOLET Rue Anne-Marie Crolet  1540 Vonnas",46.219615,4.99247,"",NA,"","","1457","1540","VONNAS","AIN","RHONE-ALPES","Commune simple",202,1807,2.7,"46.2168871367, 4.99744373712","{""type"": ""Polygon"", ""coordinates"": [[[4.986909949707351, 46.183817194141625], [4.980130612415992, 46.19108759744663], [4.980439296702395, 46.1978379734099], [4.97223828443402, 46.206051385573836], [4.980076543380358, 46.2219127570729], [4.96715120186411, 46.23095548894613], [4.957501878319365, 46.23261719761807], [4.991185250482968, 46.23655446539885], [5.008575487764428, 46.24245508872251], [5.029712046230027, 46.235125992624745], [5.026099647587932, 46.221687725471256], [5.014747120996778, 46.2097649529707], [5.005399041953719, 46.20321042670267], [5.000825338309612, 46.18488821191169], [4.986909949707351, 46.183817194141625]]]}",35881,457,10,2,"1",82,46.2168871367,4.99744373712
"U0113","FERMER - CD de Coligny","Centre de Distribution Alimentaire","Mairie de Coligny   1270 Coligny",46.382954,5.346038,"",NA,"","","1108","1270","COLIGNY","AIN","RHONE-ALPES","Chef-lieu canton",275,1689,1.1,"46.3866637865, 5.3308227014","{""type"": ""Polygon"", ""coordinates"": [[[5.316005540380067, 46.36902085941828], [5.309349621000612, 46.37103862269196], [5.295520571803236, 46.384172909236455], [5.293409739165792, 46.39373730000269], [5.297883233239228, 46.392683382119024], [5.30090555858505, 46.3951988907276], [5.309145907832922, 46.4102567520192], [5.334091934648541, 46.39972274028494], [5.348115791726056, 46.399416984918005], [5.367104813673722, 46.388691650680826], [5.377880614188981, 46.38232358291977], [5.365061758698235, 46.373076901968474], [5.336648426810215, 46.37456345381829], [5.330799189416024, 46.36925096008129], [5.316005540380067, 46.36902085941828]]]}",9007,108,11,2,"1",82,46.3866637865,5.3308227014
"U0114","Centre de distribution de Trevoux","Centre de Distribution Alimentaire","82 Grande Rue   1600 Trevoux",45.941893,4.772089,"82 Grande Rue 01600 Trévoux",0.82,"housenumber","01427_0520_6f9795","1427","1600","TREVOUX","AIN","RHONE-ALPES","Chef-lieu canton",188,564,6.7,"45.940671655, 4.7714415007","{""type"": ""Polygon"", ""coordinates"": [[[4.788994025441629, 45.92355349621693], [4.777994170642958, 45.93784121432531], [4.77368404388774, 45.939097806933255], [4.761120596988558, 45.934997614183104], [4.744454528837308, 45.93742650182026], [4.755684131518647, 45.95357378634102], [4.760332743556259, 45.95437528035698], [4.771671002823366, 45.94434450797534], [4.790668692311911, 45.94529750816176], [4.797052834583619, 45.93993607325865], [4.788994025441629, 45.92355349621693]]]}",30891,427,34,2,"1",82,45.940671655,4.7714415007
"U0115","Centre distribution Pont de Vaux","Centre de Distribution Alimentaire","L'Arquebuse   1190 PONT DE VAUX",46.430025,4.94283,"Rue de l'Arquebuse 01190 Pont-de-Vaux",0.67,"street","01305_0055_f64e6b","1305","1190","PONT-DE-VAUX","AIN","RHONE-ALPES","Chef-lieu canton",175,768,2.2,"46.4422864477, 4.92862459427","{""type"": ""Polygon"", ""coordinates"": [[[4.960398363725565, 46.424922311356845], [4.948130818805209, 46.4217095132362], [4.937905167432117, 46.428648052902986], [4.92233758964395, 46.441935723974126], [4.902602516819026, 46.44431084814636], [4.892886958534415, 46.442571775900014], [4.894443551308266, 46.44537421727293], [4.91444766529869, 46.46216335943937], [4.948681022444699, 46.43967877445021], [4.960398363725565, 46.424922311356845]]]}",6151,305,26,2,"1",82,46.4422864477,4.92862459427
"U0116","Centre distribution de Bâgé-la-Ville","Centre de Distribution Alimentaire","Salle de Fêtes de Bourg   1380 Bage la Ville",46.316047,4.9464119,"",NA,"","","1025","1380","BAGE-LA-VILLE","AIN","RHONE-ALPES","Commune simple",201,3983,3,"46.3233203302, 4.9528678933","{""type"": ""Polygon"", ""coordinates"": [[[4.935722220191812, 46.28773741456501], [4.926940426586556, 46.2859317360163], [4.918846793919452, 46.28891475155211], [4.926593676348706, 46.304132622674715], [4.934137442134383, 46.30613054205334], [4.932811394794539, 46.31200788412946], [4.920970410654059, 46.30758735384339], [4.916326976861033, 46.30971924510211], [4.905489986998468, 46.31802565682057], [4.920735882886935, 46.330154833396016], [4.912872857846346, 46.34513120014072], [4.923190696163305, 46.35263187985568], [4.92815946009602, 46.36626618503947], [4.932803906721571, 46.3677188185679], [4.947184046117409, 46.36959995010321], [4.962438312537384, 46.35629568041194], [4.976022804732342, 46.352773321423655], [4.965916181108517, 46.33760827516816], [4.965393571243513, 46.32777208365694], [4.968205520655268, 46.32497625937615], [4.992303374169014, 46.321909261519984], [5.008049421196327, 46.31380521918379], [5.011350366345003, 46.3042348993146], [5.004338863333092, 46.29590931112803], [4.991986403101744, 46.29107274923919], [4.969455755385306, 46.29650884585142], [4.956232302416259, 46.2926653373365], [4.941692513386168, 46.29304926970145], [4.935722220191812, 46.28773741456501]]]}",468,25,2,2,"1",82,46.3233203302,4.9528678933
"U0117","FERMER CD Prévessins-Moes","Centre de Distribution Alimentaire","453 route du Nant   1280 PREVESSIN-MOENS",46.249234,6.088783,"453 Route du Nant 01280 Prévessin-Moëns",0.84,"housenumber","01313_0074_0d0fbd","1160","1210","FERNEY-VOLTAIRE","AIN","RHONE-ALPES","Chef-lieu canton",422,478,8,"46.2519789243, 6.10826403805","{""type"": ""Polygon"", ""coordinates"": [[[6.115497909045866, 46.26595921927397], [6.119999511141631, 46.264691384212675], [6.123530937541986, 46.2516625156763], [6.114797371642648, 46.2436020928477], [6.10257058572465, 46.23824982224502], [6.088131043624351, 46.24704168538192], [6.095689180075439, 46.250458966730555], [6.102719084465885, 46.26173039577651], [6.115497909045866, 46.26595921927397]]]}",19851,160,13,3,"1",82,46.2519789243,6.10826403805
"U0118","Epicerie sociale Prévessin-Moëns","Epicerie sociale","453 route de Nant   1280 Prévessin-Moëns",46.249234,6.088783,"453 Route du Nant 01280 Prévessin-Moëns",0.76,"housenumber","01313_0074_0d0fbd","1160","1210","FERNEY-VOLTAIRE","AIN","RHONE-ALPES","Chef-lieu canton",422,478,8,"46.2519789243, 6.10826403805","{""type"": ""Polygon"", ""coordinates"": [[[6.115497909045866, 46.26595921927397], [6.119999511141631, 46.264691384212675], [6.123530937541986, 46.2516625156763], [6.114797371642648, 46.2436020928477], [6.10257058572465, 46.23824982224502], [6.088131043624351, 46.24704168538192], [6.095689180075439, 46.250458966730555], [6.102719084465885, 46.26173039577651], [6.115497909045866, 46.26595921927397]]]}",19851,160,13,3,"1",82,46.2519789243,6.10826403805
